CaseNumber,Sample,D3S1358,D3S1358,D1S1656,D1S1656,D2S441,D2S441,D10S1248,D10S1248,D13S317,D13S317,Penta_E,Penta_E,D16S539,D16S539,D18S51,D18S51,D2S1338,D2S1338,CSF1PO,CSF1PO,Penta_D,Penta_D,TH01,TH01,vWA,vWA,D21S11,D21S11,D7S820,D7S820,D5S818,D5S818,TPOX,TPOX,D8S1179,D8S1179,D12S391,D12S391,D19S433,D19S433,FGA,FGA,D22S1045,D22S1045
Individual,775,15.2,16,11,12,11.3,13,18,18,12,13,10,10,8,13,16,13,15,23,10,13,9,14,8,9,16,18,30.2,31.2,10,10,12,12,7,7,14,10,23,14,13,15,26,29,13,8
Individual,776,12,19,17.3,11,9,10,10,16,10,14,7,12,10,12,11,18,21,27,12,13,13,17,9.3,6,16,14,27,30,9,12,9,7,10,11,12,15,23,25,18.2,13,31.2,29,8,19
Individual,777,17,15,19.3,12,12,13.3,11,10,11,9,14,12,13,13,12,15.2,24,18,10,9,3.2,10,9,9,21,18,33.2,27,6,11,9,11,13,6,16,15,17,18,15,13,19.2,29,17,8
Individual,778,15,13,18.3,18.3,12,11,15,10,11,14,15,8,9,13,13.2,16,21,22,13,12,13.4,12,7,10,21,16,30,38,6,11,9,8,9,13,15,9,17.3,18,12,11,20,20,13,15
Individual,779,14,18,10,13,10,11.3,13,16,8,9,20,12,13,14,19,14,18,19,14,11,5,3.2,7,7,14,18,32.2,28,13,12,7,8,7,7,14,9,21,18,14,13.2,30.2,21,8,11
Individual,780,13,13,15.3,14.3,11,14,11,15,13,10,19,5,13,5,10,15,20,19,9,12,8,8,9.3,7,16,15,31.2,33,8,8,10,11,13,7,8,18,16,25,18.2,13,26,29,11,19
Individual,781,17,14,15,16.3,9,12.3,8,10,11,13,6,8,10,5,15,22,18,21,14,8,3.2,15,10,9,16,20,36,28,9,7,10,10,11,7,8,15,22,18.1,14,14.2,29,19,18,19
Individual,782,12,15.2,13,13,13.3,12,15,18,11,14,13,14,9,10,16,18,17,17,12,9,14,17,5,7,20,19,30.2,26,8,11,15,14,10,12,13,9,19,14,16,14,28,30.2,16,12
Individual,783,12,18,16.3,14.3,15,13,17,14,13,13,14,10,9,8,15.2,16,25,21,12,9,15,14,7,8,14,21,32.2,33.1,11,12,10,7,10,6,16,11,19.3,23,10,11,19.2,22.2,11,17
Individual,784,15.2,16,17.3,14.3,14,13,9,15,10,14,11,11,8,13,18,21,15,15,7,9,8,13.4,5,10,13,19,30.2,31.2,12,8,8,12,8,11,13,16,24,18,17.2,17.2,19,30.2,8,18
Individual,785,13,19,14,17.3,10,9,12,8,8,13,6,17,8,14,22,23,18,19,9,9,13,12,5,5,11,14,33,26,6,8,13,7,8,12,16,11,24,20,16,16,26,31.2,14,12
Individual,786,17,12,19.3,15,13,10,10,13,11,12,20,17,14,13,20,13.2,16,27,14,13,5,11,10,8,18,13,31.2,30.2,14,6,13,14,12,9,16,16,17.1,17.3,13,17.2,31.2,19.2,11,16
Individual,787,18,18,18,18,10,10,18,12,8,8,11,12,8,9,21.2,10,16,25,14,12,9,11,7,9,17,20,31,29.3,7,6,13,10,7,7,16,10,24,22,10,15.2,30,20,16,12
Individual,788,19,16,12,15,13.3,15,10,9,10,14,17,17,12,13,9,19,18,19,10,8,14,10,9.3,9,11,14,31.2,33.1,13,11,7,9,8,10,12,16,18.1,18.3,12,10,17.2,23.2,14,12
Individual,789,17,13,19.3,11,9,11.3,14,17,14,11,6,10,8,10,23,20,20,20,12,8,8,6,7,9.3,19,17,29,31.2,8,13,10,14,6,11,11,9,17,18.1,10,13,22.2,22.3,15,19
Individual,790,18,14,16.3,13,13.3,10,9,13,9,11,8,10,5,14,13.2,21.2,22,27,13,7,11,5,10,7,21,17,39,28,8,11,13,14,13,13,12,13,21,19.1,13,15,22,18,13,14
Individual,791,17,15.2,15,17.3,9,9,18,15,10,14,8,18,9,10,17,15.2,17,18,11,11,8,6,8,7,14,14,38,31,11,6,9,7,7,12,12,13,14,18.1,18.2,17.2,22,27,16,17
Individual,792,13,18,13,14.3,13.3,12.3,17,13,12,13,12,18,9,14,17,23,25,23,11,10,10,13.4,5,6,13,12,30.2,33.1,7,14,15,14,8,13,17,14,14,19.1,13,16.2,29,18,8,12
Individual,793,15,15,15.3,15.3,9,11.3,15,18,10,13,9,19,12,10,15,16,18,19,8,7,9,3.2,7,6,21,19,31.2,29.3,14,14,15,12,7,8,15,16,19.1,17,11,18.2,18.2,25.2,8,19
Individual,794,13,14,18.3,19.3,11.3,10,9,13,14,14,25,12,14,13,11,20,24,17,7,10,13,12,5,9.3,12,16,33.1,26,9,8,12,8,12,8,13,11,21,19.1,15.2,15.2,20,21,12,17
Individual,795,15,15.2,18.3,10,9,13,12,12,8,13,10,13,14,14,18,16,25,21,13,14,13.4,13,7,6,17,15,36,32.2,9,6,11,14,6,11,17,8,17.3,24,12,10,21,16.2,19,11
Individual,796,14,18,16.3,11,13,11,14,8,14,14,16,16,10,12,15,17,23,18,10,13,3.2,12,7,6,15,13,36,29,8,7,15,12,9,8,15,11,17.1,22,14.2,16,30.2,30.2,18,18
Individual,797,19,17,17.3,19.3,13.3,9,11,16,9,9,8,20,10,14,22,15,21,25,8,7,11,17,9,9,14,18,30.2,39,7,7,12,15,11,10,14,15,18,25,16,13.2,20,22.2,8,17
Individual,798,19,17,18,13,14,14,16,17,13,10,13,13,14,5,18,21.2,17,24,9,12,9,15,8,9.3,12,15,32,33.1,9,14,9,10,11,6,14,10,23,20,16,13.2,30.2,19,15,11
Individual,799,13,18,11,15.3,12.3,13.3,13,13,13,10,20,13,5,5,11,17,26,19,13,10,17,3.2,5,8,15,14,30.2,31.2,11,11,14,10,6,6,11,16,17.1,18.1,18.2,15,17.2,18,11,14
Individual,800,17,19,18.3,17,12.3,11.3,10,10,13,12,15,8,9,12,19,13,26,24,8,8,11,7,9.3,8,13,14,30.2,32.2,11,13,15,7,10,6,9,16,19.1,14,14,16.2,21,19.2,18,8
Individual,801,13,13,14,16.3,12.3,13,12,15,14,9,17,6,13,9,21,11,16,26,12,9,13.4,3.2,7,7,15,16,30.2,37,9,7,10,9,12,7,10,8,18,18,16,18.2,17.2,29,17,11
Individual,802,18,16,18,15,10,13.3,11,11,13,12,19,8,10,12,12,13,21,24,13,7,12,2.2,7,9.3,21,16,34,29.3,8,6,8,13,6,13,8,12,24,18.3,13,16.2,22.3,30,17,19
Individual,803,12,15.2,16.3,10,13,9,9,11,10,11,18,7,10,10,13.2,16,27,25,12,11,2.2,17,9.3,9,19,19,30.2,26,14,8,11,7,8,11,8,14,19.1,18.3,11,14,28,30.2,8,14
CaseNumber,804,12,13,17,15.3,11,12,10,18,10,10,19,5,10,8,14,11,21,17,10,11,10,3.2,7,7,11,21,33.1,38,6,11,13,9,8,6,18,13,17,19.3,17.2,13.2,28,29,15,13
Individual,805,15,15,15,13,15,13.3,9,15,8,11,12,15,10,14,22,24,17,17,8,11,10,7,9.3,9.3,14,11,34,27,11,7,13,15,13,11,15,12,19,21,13,14.2,26,19,19,14
Individual,806,16,15,18,14,15,10,14,16,9,12,7,15,5,9,17,22,27,19,12,8,9,9,8,6,16,19,39,30,7,9,15,9,8,8,8,17,18.1,23,16,14.2,22.3,19.2,15,12
Individual,807,18,18,15,11,13.3,14,13,9,11,9,14,16,12,10,14,12,26,23,11,7,7,9,10,9,20,17,33.1,35,11,14,14,12,9,8,11,16,24,18.1,13,14.2,19.2,25,13,19
Individual,808,12,17,14,10,14,14,17,18,13,11,15,5,13,9,21.2,14,25,19,14,7,15,3.2,9,7,15,19,31,33.2,9,8,9,13,11,9,12,13,22,18,13,16,30.2,25,13,10
Individual,809,17,14,10,15.3,14.3,14,9,8,9,14,18,17,10,13,15,21.2,20,17,14,13,14,9,6,10,15,15,32.2,27,14,8,7,8,12,12,14,9,19,17.3,16.2,16,22,25,10,18
Individual,810,16,18,14.3,14.3,9,14,10,16,8,13,7,17,9,12,9,20,18,19,10,8,14,9,8,7,14,15,38,32,14,12,10,13,11,10,14,15,20.1,25,18.2,16,27,23,12,13
Individual,811,16,17,16.3,17.3,10,13,16,10,12,8,18,25,5,12,20,13.2,15,23,9,7,12,8,6,6,21,14,29.3,33,12,11,11,9,7,12,13,14,19.3,21,13.2,12.2,16.2,23.2,15,18
Individual,812,14,17,17.3,12,10,11,11,13,10,14,8,9,9,13,19,12,25,19,11,12,13.4,12,9,10,13,12,30.2,31.2,7,13,12,15,6,10,17,9,18.3,22,13,14,19.2,22.2,8,11
Individual,813,16,18,16,11,11,13,18,15,11,14,15,16,14,9,14,9,16,27,9,13,15,3.2,6,8,17,18,34,39,8,14,8,9,11,11,16,17,20.1,25,15.2,14,19.2,23,8,13
Individual,814,13,13,16.3,19.3,13.3,12.3,11,18,11,10,6,11,12,8,24,21.2,23,20,13,10,15,13.4,10,10,13,16,32.2,28,13,11,15,8,13,10,10,13,19,17.3,18.2,16.2,26,19,11,8
Individual,815,14,16,14.3,15,11.3,13.3,9,16,13,8,20,10,9,14,20,10,16,26,7,11,17,6,6,9,19,21,30.2,31,14,7,9,15,10,12,12,8,23,20,14.2,15.2,18,18.2,16,16
Individual,816,18,12,17.3,13,13,13,15,15,11,9,20,12,10,8,20,23,17,26,7,11,10,8,9.3,5,20,21,35,31.2,13,7,8,12,6,13,12,18,17,19,14,11,28,27,15,11
Individual,817,19,19,15,10,14.3,10,9,15,11,9,20,17,14,12,15.2,13,25,19,13,10,15,9,8,9,17,12,34,29,13,13,13,14,13,6,10,8,18.1,19.1,12,17.2,27,23,11,11
Individual,818,12,13,18,18,12,13.3,10,16,8,9,6,9,10,5,10,20,18,22,12,7,6,8,9,8,16,20,38,36,10,6,8,11,7,11,8,15,17.3,22,17.2,16.2,23,18.2,17,19
Individual,819,13,13,15,16.3,14.3,12.3,15,9,9,12,16,12,14,14,22,13,18,21,12,11,13.4,2.2,10,5,17,16,34,35,13,13,7,9,12,7,15,14,25,18.3,17.2,15.2,25.2,25.2,19,15
Individual,820,17,19,14.3,14.3,11.3,10,8,12,11,9,15,18,5,9,18,17,23,26,13,11,3.2,6,8,6,21,17,32,35,9,12,11,13,13,8,16,13,18.3,15,10,11,22,30.2,15,15
Individual,821,13,19,13,15.3,13,13,14,15,9,14,8,16,5,10,9,22,25,22,7,14,6,7,8,10,19,20,32,32.2,10,7,14,7,8,10,10,11,23,18.1,18.2,12,23.2,24,14,15
Individual,822,12,12,15,15.3,13,11,17,17,9,14,13,11,10,5,18,14,27,27,7,9,6,12,7,9.3,13,20,28,38,7,11,12,7,7,12,18,8,22,20.1,13,11,28,28,11,16
Individual,823,18,15.2,11,13,13,13,8,10,11,10,11,13,8,9,18,15.2,20,21,8,14,14,9,7,6,19,12,34,35,13,12,14,14,9,7,13,11,17.1,23,15.2,14,27,22.3,13,13
Individual,824,14,19,14.3,14.3,12.3,13.3,11,11,10,10,12,15,13,9,18,19,24,24,8,7,14,7,7,9.3,12,11,32.2,29.3,14,13,12,12,10,9,9,17,15,17.1,13,16,18.2,17.2,18,15
Individual,825,16,19,10,13,11,14.3,16,12,11,9,5,18,8,5,23,12,20,25,8,8,9,3.2,9.3,8,18,11,35,28,10,14,9,10,13,6,14,13,17,25,11,13,30.2,22.3,14,19
Individual,826,15.2,17,18.3,18.3,13.3,9,18,10,12,10,13,8,5,8,19,21,24,27,7,11,15,17,10,9,17,19,38,33,7,11,10,9,10,8,9,12,20,24,13.2,15,22,18.2,11,11
Individual,827,13,12,11,13,12,13,18,15,11,8,6,10,12,8,13.2,13.2,17,18,7,7,14,14,8,5,15,16,32,28,12,9,12,9,12,13,15,11,18.3,19,18.2,15,26,20,18,17
Individual,828,15,13,16.3,14,11.3,13,12,13,11,9,6,6,8,12,15,18,15,27,9,7,8,10,8,9.3,11,13,35,30,8,13,11,7,9,12,15,15,19,14,16.2,15.2,22.2,30,16,11
Individual,829,18,17,18,12,11,12,18,14,14,8,10,13,10,13,17,18,16,16,13,8,13,2.2,8,10,20,15,31.2,33,7,10,14,12,12,12,14,8,18.3,19.1,14,15.2,22,22.3,12,12
Individual,830,14,17,10,14,14.3,11,18,16,8,12,19,11,14,9,19,21,19,20,12,8,3.2,17,10,6,16,13,34,27,11,7,11,7,7,9,16,14,17.1,15,12.2,10,25,26,10,18
Individual,831,13,18,16,16,9,13.3,17,18,14,13,18,11,13,12,15,18,17,15,11,7,6,11,5,5,12,19,39,29,12,8,9,7,13,12,9,14,17,18,13.2,13,25,16.2,8,17
Individual,832,15.2,17,17,17.3,12,11.3,9,14,10,10,14,10,12,9,16,12,17,16,11,12,9,13,6,10,16,20,30.2,32,13,10,13,15,6,6,12,11,18.3,17,17.2,17.2,30.2,26,17,15
Individual,833,15.2,19,15,15.3,14.3,15,18,18,11,14,17,18,14,12,23,24,22,21,12,9,6,9,6,8,13,21,28,33,6,12,11,11,12,6,11,18,18.1,20.1,13.2,15,23.2,29,16,17
Individual,834,14,15.2,17.3,17,14.3,14,9,15,12,10,17,12,10,12,21.2,19,27,20,8,8,3.2,7,9,9,13,21,31,34,8,12,11,10,11,13,8,18,20.1,21,14,12,27,28,13,11
Individual,835,17,14,18,16,14.3,13,14,14,10,13,9,12,9,10,23,18,16,27,10,13,2.2,6,10,9,11,18,31,33.2,10,7,9,7,9,8,11,14,19.3,19.3,17.2,13.2,22,30.2,18,13
Individual,836,15,16,10,10,14,13.3,15,8,14,14,13,12,12,8,12,22,25,18,12,12,15,17,6,9.3,14,12,39,26,10,8,7,14,12,12,10,13,25,18,14,11,29,23.2,12,14
Individual,837,19,12,17,10,13.3,15,13,18,10,13,5,11,5,10,23,13.2,27,25,14,9,3.2,2.2,8,7,13,17,26,36,7,7,8,15,9,8,10,15,14,19.3,10,18.2,18,27,17,10
Individual,838,14,16,17.3,12,9,10,9,15,12,13,8,14,9,8,10,19,16,25,11,11,17,11,7,9,19,14,37,33,12,14,12,14,6,9,15,16,16,22,13,16.2,22.3,21,15,12
Individual,839,13,12,19.3,18,13,12,15,12,12,12,16,14,14,9,16,13.2,22,20,8,13,13.4,10,5,8,11,16,38,33,10,8,7,15,6,10,8,15,20.1,20.1,14,14,18.2,18,11,11
Individual,840,12,18,14.3,12,13,11.3,8,9,8,9,9,9,8,14,23,12,17,22,10,11,9,13,6,8,14,18,39,33.2,6,9,9,14,11,8,16,17,24,19,16,13,18.2,25,14,8
Individual,841,13,15,14,12,12.3,9,17,8,11,13,7,25,5,8,23,19,25,21,10,14,14,9,9.3,10,13,11,35,30.2,10,7,11,10,9,12,15,10,19.3,18.1,14,12,29,19,19,16
Individual,842,14,15.2,13,10,13,9,13,16,12,13,10,13,8,8,18,20,15,22,7,12,3.2,12,9,7,12,14,35,37,13,9,13,7,9,9,12,16,19,20,14.2,17.2,31.2,30.2,17,15
Individual,843,16,15.2,13,13,12,12.3,14,17,9,13,12,10,10,13,21.2,13.2,21,18,13,8,14,13.4,10,9,16,12,26,28,7,13,8,8,10,8,12,8,18.3,14,16,17.2,18.2,28,8,14
Individual,844,15.2,15.2,13,14,12.3,11.3,14,16,9,13,17,11,10,9,21,13.2,15,15,12,7,11,13.4,7,7,14,12,34,35,8,10,12,14,13,13,9,12,19,16,14,14.2,27,27,8,13
Individual,845,17,15,15.3,10,10,12,8,8,13,8,9,10,9,5,21,18,16,17,12,14,9,11,7,5,20,16,30,30.2,8,7,15,14,9,9,9,9,24,18.3,14.2,13.2,25,27,19,17
Individual,846,15,16,10,14.3,15,15,14,16,14,9,10,5,10,14,13,18,22,25,7,10,13.4,8,9,5,21,17,28,33.1,14,14,8,10,13,13,17,11,19.1,25,12.2,15.2,26,17.2,16,19
Individual,847,14,19,10,18,12,12,18,17,14,10,11,12,5,14,16,21,21,17,14,14,5,2.2,7,6,16,18,26,26,8,8,12,7,11,11,12,12,17,15,10,12,23.2,28,17,18
Individual,848,19,13,18,14,10,11.3,18,18,14,11,5,6,13,9,17,22,21,17,12,14,15,2.2,9.3,7,21,18,27,39,12,14,10,7,10,11,17,11,19,15,12,11,18.2,31.2,16,15
Individual,849,19,16,12,15.3,15,12,10,13,12,10,11,5,5,10,9,22,20,26,11,10,8,8,7,9,12,16,26,32.2,11,13,10,7,13,10,10,8,18.1,25,14,13.2,31.2,30,18,15
Individual,850,15.2,15,15,16.3,15,13.3,14,11,8,14,16,7,10,13,20,16,23,20,13,9,11,12,7,9.3,20,19,36,38,8,7,10,9,11,9,10,16,19,21,13.2,14.2,23,29,13,14
Individual,851,19,19,18.3,17.3,11.3,13.3,16,10,14,14,8,19,12,12,21.2,9,25,17,9,14,8,13.4,9,9,19,20,30.2,26,10,11,7,7,6,10,15,11,19.1,15,15,14,18,19.2,10,11
Individual,852,12,14,18.3,16,15,15,17,12,14,13,25,10,5,12,9,19,22,20,8,14,2.2,8,7,8,15,20,27,27,10,6,13,12,7,6,15,8,20.1,17.3,16.2,17.2,18.2,24,18,12
Individual,853,18,18,14.3,15.3,15,12,8,13,8,10,9,7,10,8,14,9,19,17,10,12,7,12,9.3,9,14,19,26,33.1,6,9,8,8,7,8,14,13,24,18.3,12,13.2,17.2,29,13,11
Individual,854,15,18,15.3,14,15,9,11,10,11,10,7,25,14,12,21.2,24,22,25,13,7,7,13.4,9.3,6,18,19,36,33.1,6,8,10,13,7,6,17,8,20,18.1,13.2,12,29,19,11,17
Individual,855,15,16,14.3,16.3,14,13,13,16,14,11,5,14,5,14,13.2,13,25,15,11,13,2.2,12,5,8,21,14,27,27,9,6,7,15,13,7,14,17,18,17,13,15,28,25.2,13,16
Individual,856,15,19,17,12,12.3,9,12,18,8,10,20,13,12,14,13.2,12,18,24,13,13,12,13,7,7,17,18,34,29,12,7,13,13,11,10,14,18,20.1,17.3,16,12,27,19.2,17,8
Individual,857,12,12,15,10,13.3,10,9,17,9,10,16,6,5,9,12,17,21,25,9,12,14,14,7,5,20,16,34,26,13,9,13,12,10,8,13,14,16,20,14.2,15,16.2,20,18,16
Individual,858,14,13,17,16.3,12,13,8,16,12,8,15,15,13,14,9,15,16,15,10,14,8,8,10,9.3,17,16,29.3,39,11,7,8,10,10,6,18,14,25,20.1,16.2,14.2,24,29,10,19
Individual,859,17,16,17,10,13.3,11.3,12,10,9,12,11,18,14,14,20,18,27,17,7,10,14,7,5,9.3,11,20,32.2,36,6,6,13,8,7,10,12,11,19,19.1,18.2,12.2,30.2,21,14,16
Individual,860,14,15,15,11,11,11,9,13,8,8,9,12,5,9,14,11,17,19,10,9,5,3.2,5,7,18,17,30.2,37,11,11,13,15,9,9,14,18,19.1,19.3,15.2,18.2,29,26,19,11
Individual,861,15,12,13,18.3,10,13,14,14,11,13,16,20,9,12,12,19,19,24,10,13,14,8,9,7,14,19,31.2,36,14,14,13,9,8,9,10,13,14,18,12.2,15,19,16.2,10,11
Individual,862,13,17,16.3,10,11.3,12.3,17,11,14,14,8,8,9,13,15,24,20,15,13,9,17,13.4,6,10,19,21,33,39,14,13,10,9,6,8,8,13,19,17,13.2,16,27,22,17,12
Individual,863,17,15,10,17,12.3,11,15,15,11,14,7,18,12,10,21.2,18,15,20,13,10,13.4,12,5,8,20,11,32.2,33.2,6,8,11,13,12,8,11,9,18,16,12.2,11,17.2,18,14,15
Individual,864,14,13,14,16.3,14.3,11.3,14,10,9,12,16,19,12,5,10,23,22,22,11,14,8,8,7,10,14,16,26,29.3,11,11,10,14,6,9,11,15,15,16,14,10,16.2,17.2,8,12
Individual,865,18,16,12,16,10,10,8,13,9,11,11,12,10,10,13,11,27,20,9,11,5,12,9.3,5,21,21,32.2,38,11,12,15,14,6,12,16,18,21,19,17.2,14.2,27,16.2,19,10
Individual,866,17,14,11,15,12.3,13.3,16,13,9,14,14,10,8,12,13,10,15,21,14,12,3.2,12,9,9.3,15,13,33.2,31,13,8,7,13,12,9,13,11,23,25,14.2,15.2,22,19,10,13
Individual,867,14,16,14,19.3,11.3,10,17,12,9,12,6,7,5,12,21,13.2,20,21,8,12,10,13,9,6,17,20,33.1,35,13,9,11,8,9,11,11,18,17.3,15,14.2,12,22,23,13,19
Individual,868,15.2,19,18,16,11.3,12,8,9,14,14,6,8,13,13,11,11,19,16,8,8,6,8,7,8,21,21,29.3,30.2,9,13,15,10,12,8,18,9,15,19,15.2,14,25.2,29,19,17
Individual,869,16,15,15,15,12,11.3,11,16,12,14,8,7,10,13,19,13.2,22,26,11,7,9,13.4,7,10,21,18,30.2,38,10,11,15,13,6,12,12,11,18.3,14,14.2,15.2,20,18.2,11,18
Individual,870,15.2,19,13,16.3,15,12.3,12,12,14,13,14,19,8,14,11,21.2,17,15,8,10,13,6,9,8,11,11,26,36,7,6,11,15,8,8,8,15,22,18.3,10,10,22.2,26,16,16
Individual,871,15.2,13,15,12,13,12.3,10,10,9,11,10,5,13,8,15.2,13,25,27,7,7,12,13.4,7,5,15,17,33.1,36,6,9,10,8,10,10,12,10,18.3,16,12.2,15.2,31.2,31.2,11,11
Individual,872,16,14,16,15,14,11.3,9,11,11,10,6,18,8,9,13.2,9,16,25,11,7,13,13.4,6,9.3,14,17,30,37,14,13,7,7,8,13,17,12,19.3,18.1,14,14.2,27,28,17,17
Individual,873,16,17,13,12,12.3,11,17,9,14,11,8,13,9,9,9,11,27,19,14,13,12,3.2,7,7,14,20,32.2,29,7,9,11,14,6,11,11,14,18.1,24,12.2,16,25.2,23.2,8,8
Individual,874,14,19,18,17,12.3,13.3,16,9,12,11,7,9,12,9,21,24,17,24,10,8,7,3.2,10,10,15,20,32.2,36,14,13,10,12,7,13,8,9,18.3,22,13,14.2,31.2,22.3,10,15
Individual,875,18,13,17.3,10,13,12,9,10,12,13,19,9,12,9,19,16,15,22,8,14,17,6,8,6,21,18,36,33.1,8,6,15,11,7,12,18,17,24,17.1,13,16.2,29,22,10,15
Individual,876,17,14,18.3,10,11,13.3,15,8,13,10,7,7,14,8,21.2,18,19,26,11,13,15,6,5,9,12,14,31,29.3,10,9,9,14,8,12,13,16,17.1,21,16,17.2,18.2,23.2,10,10
Individual,877,19,16,16.3,10,12.3,12.3,15,9,10,12,12,10,9,5,13.2,24,26,16,9,10,6,7,9,9,16,16,31,26,12,11,13,14,11,9,10,12,23,24,17.2,15,16.2,29,11,17
Individual,878,15,13,13,12,12,15,10,14,13,10,18,11,5,12,20,17,26,26,8,13,3.2,12,10,5,15,11,33.2,36,12,8,13,15,12,12,8,16,23,20,12,17.2,20,26,18,15
Individual,879,15.2,14,15,11,15,11.3,15,14,11,13,15,25,14,13,21.2,10,26,20,10,8,13,13.4,9.3,7,16,17,33,31,9,11,9,8,11,7,16,16,16,23,15,14,29,25,18,13
Individual,880,13,16,12,14.3,13,14,18,13,8,12,8,25,8,5,21,23,27,22,12,9,7,17,8,5,14,15,29,33.1,13,6,10,10,7,6,8,9,17.3,15,10,11,29,22.3,12,11
Individual,881,16,19,14.3,18.3,13.3,13,11,9,12,8,20,9,10,10,10,13,27,25,9,11,8,13,8,6,16,17,33.2,38,13,6,11,7,9,11,18,17,23,19.3,15.2,18.2,16.2,22.3,14,15
Individual,882,17,13,13,13,9,14,11,18,8,11,13,14,10,5,19,12,19,27,12,8,15,10,9,5,19,21,27,29,9,13,14,14,7,11,8,13,19,18.1,16.2,13.2,26,26,10,17
Individual,883,15,15.2,16,17.3,9,12.3,14,17,13,14,16,19,10,14,14,13,25,27,12,7,3.2,11,8,8,19,20,34,39,12,12,15,7,9,9,14,13,17,17,10,13.2,31.2,19,15,18
Individual,884,16,13,10,19.3,14,11,11,16,13,10,15,19,14,5,23,13.2,15,21,7,14,6,15,6,9.3,12,15,33.2,29.3,13,12,7,8,6,13,8,18,23,20.1,12,13,22,30.2,15,8
Individual,885,14,17,18,18.3,15,9,17,14,9,8,8,11,5,9,23,23,21,20,7,7,12,10,8,10,15,15,32.2,34,7,11,11,8,9,7,17,9,22,19.1,16.2,17.2,18.2,19.2,8,10
Individual,886,19,16,14.3,19.3,10,11,15,16,11,12,25,18,5,14,12,17,19,18,9,7,13,14,7,6,21,18,32.2,29,8,9,15,8,12,10,17,14,24,25,15.2,16.2,25,27,18,11
Individual,887,15.2,15,18.3,14,15,10,8,8,8,12,12,12,5,5,24,12,18,20,11,11,2.2,9,8,9.3,15,20,30.2,31.2,8,7,7,12,7,13,9,11,20.1,19.1,15.2,13,30,20,19,8
Individual,888,12,15.2,15.3,19.3,13.3,9,17,14,8,8,18,8,12,10,11,15,19,24,14,11,2.2,15,6,5,12,12,34,26,9,9,9,14,11,9,14,13,14,21,11,15,19,29,17,12
Individual,889,18,19,10,17,11,11.3,8,16,12,10,13,16,13,12,18,21,26,18,14,12,6,8,6,9.3,11,16,36,31.2,11,13,14,11,8,12,8,14,20.1,20,15.2,14,24,22,8,10
Individual,890,15.2,13,12,15,10,14.3,12,12,12,11,25,17,13,13,21,17,26,23,10,9,17,8,10,9,21,15,33.1,37,8,7,15,14,9,12,12,11,19.3,18.3,14,14,21,26,14,12
Individual,891,17,18,12,16.3,14.3,9,18,8,11,8,6,13,5,14,19,12,16,17,10,8,13,3.2,7,5,14,20,29.3,30.2,11,14,9,14,7,11,17,18,25,17.1,15.2,13,22.3,22.3,15,13
Individual,892,14,19,13,11,10,15,18,17,13,8,14,19,13,10,15.2,24,22,24,13,14,9,11,6,9,14,19,27,26,13,8,9,8,6,7,11,16,18,16,17.2,13,19.2,22,10,8
Individual,893,13,17,17.3,18.3,12.3,13,8,14,12,8,13,11,5,9,20,13.2,26,23,13,14,13,11,10,5,17,13,26,30.2,7,10,11,7,7,11,11,14,17.1,20,16,17.2,23,21,16,17
Individual,894,18,19,13,16,12,14,14,16,12,12,8,7,13,10,14,24,18,21,13,8,5,17,10,10,13,16,32,30.2,11,8,7,14,10,6,8,18,18.3,19.1,11,17.2,24,23,19,8
Individual,895,19,12,15,18,9,11.3,10,10,10,9,6,16,8,10,23,15,26,15,14,11,9,13,10,10,18,15,33.1,33.1,11,13,15,12,13,13,14,15,15,17.1,16.2,11,29,29,18,10
Individual,896,15.2,17,10,15.3,9,12.3,15,13,8,11,11,19,5,12,16,20,17,15,8,11,15,14,5,7,14,12,29,32,13,13,11,11,8,13,16,17,21,20,12.2,14.2,16.2,17.2,8,13
Individual,897,16,17,16,10,12.3,14.3,11,8,12,14,9,18,8,9,13,15.2,20,21,9,11,2.2,13,6,10,14,17,29,31.2,7,8,8,15,6,7,16,16,17.1,22,12.2,13.2,18,17.2,11,12
Individual,898,18,14,17.3,17.3,15,11.3,15,13,14,14,10,13,13,12,21,16,27,26,14,9,6,3.2,8,9.3,12,18,32,34,6,6,11,9,7,7,16,13,17.3,19.1,17.2,12.2,27,18.2,10,8
Individual,899,17,13,13,15,12.3,13.3,10,14,12,8,14,10,5,5,10,24,26,22,11,14,3.2,2.2,7,6,17,20,30.2,31,10,11,10,15,6,10,16,13,17.1,23,15.2,14.2,16.2,26,12,8
Individual,900,13,19,13,14,11.3,11,11,16,12,12,19,6,10,5,15.2,16,24,25,7,13,13,11,9,5,17,18,27,31,14,13,13,9,13,13,9,14,18,19.1,18.2,10,17.2,21,11,16
Individual,901,13,13,16.3,14,12.3,12,13,8,12,11,12,11,10,12,11,15,19,16,13,13,12,7,6,7,19,19,33.1,35,9,13,7,8,6,8,8,10,18,18.3,15,16,26,18.2,17,19
Individual,902,17,15.2,17.3,14,12.3,12.3,12,15,10,8,13,7,14,8,13,20,22,17,12,11,17,11,5,10,13,12,31,29.3,14,10,14,10,6,11,11,9,14,16,14,13.2,22,18,16,15
Individual,903,15,14,17.3,16,13,14.3,16,12,12,14,6,17,12,8,17,9,20,24,13,10,6,8,9,7,14,20,33.2,38,10,13,11,11,8,6,17,13,16,17.1,16.2,16,17.2,30.2,15,10
